Temperature, Latitude,Longitude, Altitude, Time, Pressure 
--, -88.0, 322.0, 0, 0, Null
--, -88.0, 324.0, 0, 0, Null
--, -88.0, 326.0, 0, 0, Null
--, -88.0, 328.0, 0, 0, Null
--, -88.0, 330.0, 0, 0, Null
--, -88.0, 332.0, 0, 0, Null
--, -88.0, 334.0, 0, 0, Null
--, -88.0, 336.0, 0, 0, Null
--, -88.0, 338.0, 0, 0, Null
--, -88.0, 340.0, 0, 0, Null
--, -88.0, 342.0, 0, 0, Null
--, -88.0, 344.0, 0, 0, Null
--, -88.0, 346.0, 0, 0, Null
--, -88.0, 348.0, 0, 0, Null
--, -88.0, 350.0, 0, 0, Null
--, -88.0, 352.0, 0, 0, Null
--, -88.0, 354.0, 0, 0, Null
--, -88.0, 356.0, 0, 0, Null
--, -88.0, 358.0, 0, 0, Null
--, -86.0, 0.0, 0, 0, Null
--, -86.0, 2.0, 0, 0, Null
--, -86.0, 4.0, 0, 0, Null
--, -86.0, 6.0, 0, 0, Null
--, -86.0, 8.0, 0, 0, Null
--, -86.0, 10.0, 0, 0, Null
--, -86.0, 12.0, 0, 0, Null
--, -86.0, 14.0, 0, 0, Null
--, -86.0, 16.0, 0, 0, Null
--, -86.0, 18.0, 0, 0, Null
--, -86.0, 20.0, 0, 0, Null
--, -86.0, 22.0, 0, 0, Null
--, -86.0, 24.0, 0, 0, Null
--, -86.0, 26.0, 0, 0, Null
--, -86.0, 28.0, 0, 0, Null
--, -86.0, 30.0, 0, 0, Null
--, -86.0, 32.0, 0, 0, Null
--, -86.0, 34.0, 0, 0, Null
--, -86.0, 36.0, 0, 0, Null
--, -86.0, 38.0, 0, 0, Null
--, -86.0, 40.0, 0, 0, Null
--, -86.0, 42.0, 0, 0, Null
--, -86.0, 44.0, 0, 0, Null
--, -86.0, 46.0, 0, 0, Null
--, -86.0, 48.0, 0, 0, Null
--, -86.0, 50.0, 0, 0, Null
--, -86.0, 52.0, 0, 0, Null
--, -86.0, 54.0, 0, 0, Null
--, -86.0, 56.0, 0, 0, Null
--, -86.0, 58.0, 0, 0, Null
--, -86.0, 60.0, 0, 0, Null
--, -86.0, 62.0, 0, 0, Null
--, -86.0, 64.0, 0, 0, Null
--, -86.0, 66.0, 0, 0, Null
--, -86.0, 68.0, 0, 0, Null
--, -86.0, 70.0, 0, 0, Null
--, -86.0, 72.0, 0, 0, Null
--, -86.0, 74.0, 0, 0, Null
--, -86.0, 76.0, 0, 0, Null
--, -86.0, 78.0, 0, 0, Null
--, -86.0, 80.0, 0, 0, Null
--, -86.0, 82.0, 0, 0, Null
--, -86.0, 84.0, 0, 0, Null
--, -86.0, 86.0, 0, 0, Null
--, -86.0, 88.0, 0, 0, Null
--, -86.0, 90.0, 0, 0, Null
--, -86.0, 92.0, 0, 0, Null
--, -86.0, 94.0, 0, 0, Null
--, -86.0, 96.0, 0, 0, Null
--, -86.0, 98.0, 0, 0, Null
--, -86.0, 100.0, 0, 0, Null
--, -86.0, 102.0, 0, 0, Null
--, -86.0, 104.0, 0, 0, Null
--, -86.0, 106.0, 0, 0, Null
--, -86.0, 108.0, 0, 0, Null
--, -86.0, 110.0, 0, 0, Null
--, -86.0, 112.0, 0, 0, Null
--, -86.0, 114.0, 0, 0, Null
--, -86.0, 116.0, 0, 0, Null
--, -86.0, 118.0, 0, 0, Null
--, -86.0, 120.0, 0, 0, Null
--, -86.0, 122.0, 0, 0, Null
--, -86.0, 124.0, 0, 0, Null
--, -86.0, 126.0, 0, 0, Null
--, -86.0, 128.0, 0, 0, Null
--, -86.0, 130.0, 0, 0, Null
--, -86.0, 132.0, 0, 0, Null
--, -86.0, 134.0, 0, 0, Null
--, -86.0, 136.0, 0, 0, Null
--, -86.0, 138.0, 0, 0, Null
--, -86.0, 140.0, 0, 0, Null
--, -86.0, 142.0, 0, 0, Null
--, -86.0, 144.0, 0, 0, Null
--, -86.0, 146.0, 0, 0, Null
--, -86.0, 148.0, 0, 0, Null
--, -86.0, 150.0, 0, 0, Null
--, -86.0, 152.0, 0, 0, Null
--, -86.0, 154.0, 0, 0, Null
--, -86.0, 156.0, 0, 0, Null
--, -86.0, 158.0, 0, 0, Null
--, -86.0, 160.0, 0, 0, Null
--, -86.0, 162.0, 0, 0, Null
--, -86.0, 164.0, 0, 0, Null
--, -86.0, 166.0, 0, 0, Null
--, -86.0, 168.0, 0, 0, Null
--, -86.0, 170.0, 0, 0, Null
--, -86.0, 172.0, 0, 0, Null
--, -86.0, 174.0, 0, 0, Null
--, -86.0, 176.0, 0, 0, Null
--, -86.0, 178.0, 0, 0, Null
--, -86.0, 180.0, 0, 0, Null
--, -86.0, 182.0, 0, 0, Null
--, -86.0, 184.0, 0, 0, Null
--, -86.0, 186.0, 0, 0, Null
--, -86.0, 188.0, 0, 0, Null
--, -86.0, 190.0, 0, 0, Null
--, -86.0, 192.0, 0, 0, Null
--, -86.0, 194.0, 0, 0, Null
--, -86.0, 196.0, 0, 0, Null
--, -86.0, 198.0, 0, 0, Null
--, -86.0, 200.0, 0, 0, Null
--, -86.0, 202.0, 0, 0, Null
--, -86.0, 204.0, 0, 0, Null
--, -86.0, 206.0, 0, 0, Null
--, -86.0, 208.0, 0, 0, Null
--, -86.0, 210.0, 0, 0, Null
--, -86.0, 212.0, 0, 0, Null
--, -86.0, 214.0, 0, 0, Null
--, -86.0, 216.0, 0, 0, Null
--, -86.0, 218.0, 0, 0, Null
--, -86.0, 220.0, 0, 0, Null
--, -86.0, 222.0, 0, 0, Null
--, -86.0, 224.0, 0, 0, Null
--, -86.0, 226.0, 0, 0, Null
--, -86.0, 228.0, 0, 0, Null
--, -86.0, 230.0, 0, 0, Null
--, -86.0, 232.0, 0, 0, Null
--, -86.0, 234.0, 0, 0, Null
--, -86.0, 236.0, 0, 0, Null
--, -86.0, 238.0, 0, 0, Null
--, -86.0, 240.0, 0, 0, Null
--, -86.0, 242.0, 0, 0, Null
--, -86.0, 244.0, 0, 0, Null
--, -86.0, 246.0, 0, 0, Null
--, -86.0, 248.0, 0, 0, Null
--, -86.0, 250.0, 0, 0, Null
--, -86.0, 252.0, 0, 0, Null
--, -86.0, 254.0, 0, 0, Null
--, -86.0, 256.0, 0, 0, Null
--, -86.0, 258.0, 0, 0, Null
--, -86.0, 260.0, 0, 0, Null
--, -86.0, 262.0, 0, 0, Null
--, -86.0, 264.0, 0, 0, Null
--, -86.0, 266.0, 0, 0, Null
--, -86.0, 268.0, 0, 0, Null
--, -86.0, 270.0, 0, 0, Null
--, -86.0, 272.0, 0, 0, Null
--, -86.0, 274.0, 0, 0, Null
--, -86.0, 276.0, 0, 0, Null
--, -86.0, 278.0, 0, 0, Null
--, -86.0, 280.0, 0, 0, Null
--, -86.0, 282.0, 0, 0, Null
--, -86.0, 284.0, 0, 0, Null
--, -86.0, 286.0, 0, 0, Null
--, -86.0, 288.0, 0, 0, Null
--, -86.0, 290.0, 0, 0, Null
--, -86.0, 292.0, 0, 0, Null
--, -86.0, 294.0, 0, 0, Null
--, -86.0, 296.0, 0, 0, Null
--, -86.0, 298.0, 0, 0, Null
--, -86.0, 300.0, 0, 0, Null
--, -86.0, 302.0, 0, 0, Null
--, -86.0, 304.0, 0, 0, Null
--, -86.0, 306.0, 0, 0, Null
--, -86.0, 308.0, 0, 0, Null
--, -86.0, 310.0, 0, 0, Null
--, -86.0, 312.0, 0, 0, Null
--, -86.0, 314.0, 0, 0, Null
--, -86.0, 316.0, 0, 0, Null
--, -86.0, 318.0, 0, 0, Null
--, -86.0, 320.0, 0, 0, Null
--, -86.0, 322.0, 0, 0, Null
--, -86.0, 324.0, 0, 0, Null
--, -86.0, 326.0, 0, 0, Null
--, -86.0, 328.0, 0, 0, Null
--, -86.0, 330.0, 0, 0, Null
--, -86.0, 332.0, 0, 0, Null
--, -86.0, 334.0, 0, 0, Null
--, -86.0, 336.0, 0, 0, Null
--, -86.0, 338.0, 0, 0, Null
--, -86.0, 340.0, 0, 0, Null
--, -86.0, 342.0, 0, 0, Null
--, -86.0, 344.0, 0, 0, Null
--, -86.0, 346.0, 0, 0, Null
--, -86.0, 348.0, 0, 0, Null
--, -86.0, 350.0, 0, 0, Null
--, -86.0, 352.0, 0, 0, Null
--, -86.0, 354.0, 0, 0, Null
--, -86.0, 356.0, 0, 0, Null
--, -86.0, 358.0, 0, 0, Null
--, -84.0, 0.0, 0, 0, Null
--, -84.0, 2.0, 0, 0, Null
--, -84.0, 4.0, 0, 0, Null
--, -84.0, 6.0, 0, 0, Null
--, -84.0, 8.0, 0, 0, Null
--, -84.0, 10.0, 0, 0, Null
--, -84.0, 12.0, 0, 0, Null
--, -84.0, 14.0, 0, 0, Null
--, -84.0, 16.0, 0, 0, Null
--, -84.0, 18.0, 0, 0, Null
--, -84.0, 20.0, 0, 0, Null
--, -84.0, 22.0, 0, 0, Null
--, -84.0, 24.0, 0, 0, Null
--, -84.0, 26.0, 0, 0, Null
--, -84.0, 28.0, 0, 0, Null
--, -84.0, 30.0, 0, 0, Null
--, -84.0, 32.0, 0, 0, Null
--, -84.0, 34.0, 0, 0, Null
--, -84.0, 36.0, 0, 0, Null
--, -84.0, 38.0, 0, 0, Null
--, -84.0, 40.0, 0, 0, Null
--, -84.0, 42.0, 0, 0, Null
--, -84.0, 44.0, 0, 0, Null
--, -84.0, 46.0, 0, 0, Null
--, -84.0, 48.0, 0, 0, Null
--, -84.0, 50.0, 0, 0, Null
--, -84.0, 52.0, 0, 0, Null
--, -84.0, 54.0, 0, 0, Null
--, -84.0, 56.0, 0, 0, Null
--, -84.0, 58.0, 0, 0, Null
--, -84.0, 60.0, 0, 0, Null
--, -84.0, 62.0, 0, 0, Null
--, -84.0, 64.0, 0, 0, Null
--, -84.0, 66.0, 0, 0, Null
--, -84.0, 68.0, 0, 0, Null
--, -84.0, 70.0, 0, 0, Null
--, -84.0, 72.0, 0, 0, Null
--, -84.0, 74.0, 0, 0, Null
--, -84.0, 76.0, 0, 0, Null
--, -84.0, 78.0, 0, 0, Null
--, -84.0, 80.0, 0, 0, Null
--, -84.0, 82.0, 0, 0, Null
--, -84.0, 84.0, 0, 0, Null
--, -84.0, 86.0, 0, 0, Null
--, -84.0, 88.0, 0, 0, Null
--, -84.0, 90.0, 0, 0, Null
--, -84.0, 92.0, 0, 0, Null
--, -84.0, 94.0, 0, 0, Null
--, -84.0, 96.0, 0, 0, Null
--, -84.0, 98.0, 0, 0, Null
--, -84.0, 100.0, 0, 0, Null
--, -84.0, 102.0, 0, 0, Null
--, -84.0, 104.0, 0, 0, Null
--, -84.0, 106.0, 0, 0, Null
--, -84.0, 108.0, 0, 0, Null
--, -84.0, 110.0, 0, 0, Null
--, -84.0, 112.0, 0, 0, Null
--, -84.0, 114.0, 0, 0, Null
--, -84.0, 116.0, 0, 0, Null
--, -84.0, 118.0, 0, 0, Null
--, -84.0, 120.0, 0, 0, Null
--, -84.0, 122.0, 0, 0, Null
--, -84.0, 124.0, 0, 0, Null
--, -84.0, 126.0, 0, 0, Null
--, -84.0, 128.0, 0, 0, Null
--, -84.0, 130.0, 0, 0, Null
--, -84.0, 132.0, 0, 0, Null
--, -84.0, 134.0, 0, 0, Null
--, -84.0, 136.0, 0, 0, Null
--, -84.0, 138.0, 0, 0, Null
--, -84.0, 140.0, 0, 0, Null
--, -84.0, 142.0, 0, 0, Null
--, -84.0, 144.0, 0, 0, Null
--, -84.0, 146.0, 0, 0, Null
--, -84.0, 148.0, 0, 0, Null
--, -84.0, 150.0, 0, 0, Null
--, -84.0, 152.0, 0, 0, Null
--, -84.0, 154.0, 0, 0, Null
--, -84.0, 156.0, 0, 0, Null
--, -84.0, 158.0, 0, 0, Null
--, -84.0, 160.0, 0, 0, Null
--, -84.0, 162.0, 0, 0, Null
--, -84.0, 164.0, 0, 0, Null
--, -84.0, 166.0, 0, 0, Null
--, -84.0, 168.0, 0, 0, Null
--, -84.0, 170.0, 0, 0, Null
--, -84.0, 172.0, 0, 0, Null
--, -84.0, 174.0, 0, 0, Null
--, -84.0, 176.0, 0, 0, Null
--, -84.0, 178.0, 0, 0, Null
--, -84.0, 180.0, 0, 0, Null
--, -84.0, 182.0, 0, 0, Null
--, -84.0, 184.0, 0, 0, Null
--, -84.0, 186.0, 0, 0, Null
--, -84.0, 188.0, 0, 0, Null
--, -84.0, 190.0, 0, 0, Null
--, -84.0, 192.0, 0, 0, Null
--, -84.0, 194.0, 0, 0, Null
--, -84.0, 196.0, 0, 0, Null
--, -84.0, 198.0, 0, 0, Null
--, -84.0, 200.0, 0, 0, Null
--, -84.0, 202.0, 0, 0, Null
--, -84.0, 204.0, 0, 0, Null
--, -84.0, 206.0, 0, 0, Null
--, -84.0, 208.0, 0, 0, Null
--, -84.0, 210.0, 0, 0, Null
--, -84.0, 212.0, 0, 0, Null
--, -84.0, 214.0, 0, 0, Null
--, -84.0, 216.0, 0, 0, Null
--, -84.0, 218.0, 0, 0, Null
--, -84.0, 220.0, 0, 0, Null
--, -84.0, 222.0, 0, 0, Null
--, -84.0, 224.0, 0, 0, Null
--, -84.0, 226.0, 0, 0, Null
--, -84.0, 228.0, 0, 0, Null
--, -84.0, 230.0, 0, 0, Null
--, -84.0, 232.0, 0, 0, Null
--, -84.0, 234.0, 0, 0, Null
--, -84.0, 236.0, 0, 0, Null
--, -84.0, 238.0, 0, 0, Null
--, -84.0, 240.0, 0, 0, Null
--, -84.0, 242.0, 0, 0, Null
--, -84.0, 244.0, 0, 0, Null
--, -84.0, 246.0, 0, 0, Null
--, -84.0, 248.0, 0, 0, Null
--, -84.0, 250.0, 0, 0, Null
--, -84.0, 252.0, 0, 0, Null
--, -84.0, 254.0, 0, 0, Null
--, -84.0, 256.0, 0, 0, Null
--, -84.0, 258.0, 0, 0, Null
--, -84.0, 260.0, 0, 0, Null
--, -84.0, 262.0, 0, 0, Null
--, -84.0, 264.0, 0, 0, Null
--, -84.0, 266.0, 0, 0, Null
--, -84.0, 268.0, 0, 0, Null
--, -84.0, 270.0, 0, 0, Null
--, -84.0, 272.0, 0, 0, Null
--, -84.0, 274.0, 0, 0, Null
--, -84.0, 276.0, 0, 0, Null
--, -84.0, 278.0, 0, 0, Null
--, -84.0, 280.0, 0, 0, Null
--, -84.0, 282.0, 0, 0, Null
--, -84.0, 284.0, 0, 0, Null
--, -84.0, 286.0, 0, 0, Null
--, -84.0, 288.0, 0, 0, Null
--, -84.0, 290.0, 0, 0, Null
--, -84.0, 292.0, 0, 0, Null
--, -84.0, 294.0, 0, 0, Null
--, -84.0, 296.0, 0, 0, Null
--, -84.0, 298.0, 0, 0, Null
--, -84.0, 300.0, 0, 0, Null
--, -84.0, 302.0, 0, 0, Null
--, -84.0, 304.0, 0, 0, Null
--, -84.0, 306.0, 0, 0, Null
--, -84.0, 308.0, 0, 0, Null
--, -84.0, 310.0, 0, 0, Null
--, -84.0, 312.0, 0, 0, Null
--, -84.0, 314.0, 0, 0, Null
--, -84.0, 316.0, 0, 0, Null
--, -84.0, 318.0, 0, 0, Null
--, -84.0, 320.0, 0, 0, Null
--, -84.0, 322.0, 0, 0, Null
--, -84.0, 324.0, 0, 0, Null
--, -84.0, 326.0, 0, 0, Null
--, -84.0, 328.0, 0, 0, Null
--, -84.0, 330.0, 0, 0, Null
--, -84.0, 332.0, 0, 0, Null
--, -84.0, 334.0, 0, 0, Null
--, -84.0, 336.0, 0, 0, Null
--, -84.0, 338.0, 0, 0, Null
--, -84.0, 340.0, 0, 0, Null
--, -84.0, 342.0, 0, 0, Null
--, -84.0, 344.0, 0, 0, Null
--, -84.0, 346.0, 0, 0, Null
--, -84.0, 348.0, 0, 0, Null
--, -84.0, 350.0, 0, 0, Null
--, -84.0, 352.0, 0, 0, Null
--, -84.0, 354.0, 0, 0, Null
--, -84.0, 356.0, 0, 0, Null
--, -84.0, 358.0, 0, 0, Null
--, -82.0, 0.0, 0, 0, Null
--, -82.0, 2.0, 0, 0, Null
--, -82.0, 4.0, 0, 0, Null
--, -82.0, 6.0, 0, 0, Null
--, -82.0, 8.0, 0, 0, Null
--, -82.0, 10.0, 0, 0, Null
--, -82.0, 12.0, 0, 0, Null
--, -82.0, 14.0, 0, 0, Null
--, -82.0, 16.0, 0, 0, Null
--, -82.0, 18.0, 0, 0, Null
--, -82.0, 20.0, 0, 0, Null
--, -82.0, 22.0, 0, 0, Null
--, -82.0, 24.0, 0, 0, Null
--, -82.0, 26.0, 0, 0, Null
--, -82.0, 28.0, 0, 0, Null
--, -82.0, 30.0, 0, 0, Null
--, -82.0, 32.0, 0, 0, Null
--, -82.0, 34.0, 0, 0, Null
--, -82.0, 36.0, 0, 0, Null
--, -82.0, 38.0, 0, 0, Null
--, -82.0, 40.0, 0, 0, Null
--, -82.0, 42.0, 0, 0, Null
--, -82.0, 44.0, 0, 0, Null
--, -82.0, 46.0, 0, 0, Null
--, -82.0, 48.0, 0, 0, Null
--, -82.0, 50.0, 0, 0, Null
--, -82.0, 52.0, 0, 0, Null
--, -82.0, 54.0, 0, 0, Null
--, -82.0, 56.0, 0, 0, Null
--, -82.0, 58.0, 0, 0, Null
--, -82.0, 60.0, 0, 0, Null
--, -82.0, 62.0, 0, 0, Null
--, -82.0, 64.0, 0, 0, Null
--, -82.0, 66.0, 0, 0, Null
--, -82.0, 68.0, 0, 0, Null
--, -82.0, 70.0, 0, 0, Null
--, -82.0, 72.0, 0, 0, Null
--, -82.0, 74.0, 0, 0, Null
--, -82.0, 76.0, 0, 0, Null
--, -82.0, 78.0, 0, 0, Null
--, -82.0, 80.0, 0, 0, Null
--, -82.0, 82.0, 0, 0, Null
--, -82.0, 84.0, 0, 0, Null
--, -82.0, 86.0, 0, 0, Null
--, -82.0, 88.0, 0, 0, Null
--, -82.0, 90.0, 0, 0, Null
--, -82.0, 92.0, 0, 0, Null
--, -82.0, 94.0, 0, 0, Null
--, -82.0, 96.0, 0, 0, Null
--, -82.0, 98.0, 0, 0, Null
--, -82.0, 100.0, 0, 0, Null
--, -82.0, 102.0, 0, 0, Null
--, -82.0, 104.0, 0, 0, Null
--, -82.0, 106.0, 0, 0, Null
--, -82.0, 108.0, 0, 0, Null
--, -82.0, 110.0, 0, 0, Null
--, -82.0, 112.0, 0, 0, Null
--, -82.0, 114.0, 0, 0, Null
--, -82.0, 116.0, 0, 0, Null
--, -82.0, 118.0, 0, 0, Null
--, -82.0, 120.0, 0, 0, Null
--, -82.0, 122.0, 0, 0, Null
--, -82.0, 124.0, 0, 0, Null
--, -82.0, 126.0, 0, 0, Null
--, -82.0, 128.0, 0, 0, Null
--, -82.0, 130.0, 0, 0, Null
--, -82.0, 132.0, 0, 0, Null
--, -82.0, 134.0, 0, 0, Null
--, -82.0, 136.0, 0, 0, Null
--, -82.0, 138.0, 0, 0, Null
--, -82.0, 140.0, 0, 0, Null
--, -82.0, 142.0, 0, 0, Null
--, -82.0, 144.0, 0, 0, Null
--, -82.0, 146.0, 0, 0, Null
--, -82.0, 148.0, 0, 0, Null
--, -82.0, 150.0, 0, 0, Null
--, -82.0, 152.0, 0, 0, Null
--, -82.0, 154.0, 0, 0, Null
--, -82.0, 156.0, 0, 0, Null
--, -82.0, 158.0, 0, 0, Null
--, -82.0, 160.0, 0, 0, Null
--, -82.0, 162.0, 0, 0, Null
--, -82.0, 164.0, 0, 0, Null
--, -82.0, 166.0, 0, 0, Null
--, -82.0, 168.0, 0, 0, Null
--, -82.0, 170.0, 0, 0, Null
--, -82.0, 172.0, 0, 0, Null
--, -82.0, 174.0, 0, 0, Null
--, -82.0, 176.0, 0, 0, Null
--, -82.0, 178.0, 0, 0, Null
--, -82.0, 180.0, 0, 0, Null
--, -82.0, 182.0, 0, 0, Null
--, -82.0, 184.0, 0, 0, Null
--, -82.0, 186.0, 0, 0, Null
--, -82.0, 188.0, 0, 0, Null
--, -82.0, 190.0, 0, 0, Null
--, -82.0, 192.0, 0, 0, Null
--, -82.0, 194.0, 0, 0, Null
--, -82.0, 196.0, 0, 0, Null
--, -82.0, 198.0, 0, 0, Null
--, -82.0, 200.0, 0, 0, Null
--, -82.0, 202.0, 0, 0, Null
--, -82.0, 204.0, 0, 0, Null
--, -82.0, 206.0, 0, 0, Null
--, -82.0, 208.0, 0, 0, Null
--, -82.0, 210.0, 0, 0, Null
--, -82.0, 212.0, 0, 0, Null
--, -82.0, 214.0, 0, 0, Null
--, -82.0, 216.0, 0, 0, Null
--, -82.0, 218.0, 0, 0, Null
--, -82.0, 220.0, 0, 0, Null
--, -82.0, 222.0, 0, 0, Null
--, -82.0, 224.0, 0, 0, Null
--, -82.0, 226.0, 0, 0, Null
--, -82.0, 228.0, 0, 0, Null
--, -82.0, 230.0, 0, 0, Null
--, -82.0, 232.0, 0, 0, Null
--, -82.0, 234.0, 0, 0, Null
--, -82.0, 236.0, 0, 0, Null
--, -82.0, 238.0, 0, 0, Null
--, -82.0, 240.0, 0, 0, Null
--, -82.0, 242.0, 0, 0, Null
--, -82.0, 244.0, 0, 0, Null
